priority,classification,listing_id,listing_uuid,sku,product_id,status,quantity,mismatches,queue_items,title,frontend_url
P0,sku_spec_mismatch,5476297,c63e93a2-32ca-4c1d-a203-32560e8b388b,MBP.A2338.M1.8GB.256GB.Silver.Good,0dfd2e16-45be-4594-afaa-ee5a19662985,Disabled,1,grade:Good,,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-13-inch-2020-m1-8-core-and-8-core-gpu-8gb-ram-ssd-256gb-qwerty/0dfd2e16-45be-4594-afaa-ee5a19662985?l=12
P0,sku_spec_mismatch,5354764,60833d04-4c02-478d-8a63-2c88e6bb9c6c,MBA.A2179.2020.i5.8gb.512gb.Grey.Vgood,ab191cdf-2e76-4701-bb6a-b851d27ef262,Disabled,1,grade:Grey,,MacBook Air Retina 13-inch (2020) - Core i5 - 8GB SSD 512 QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-air-retina-13-inch-2020-core-i5-8gb-ssd-256-gb-qwerty/ab191cdf-2e76-4701-bb6a-b851d27ef262?l=12
P0,sku_spec_mismatch,5294536,48a4ecd7-172c-4d9f-8d89-33100b313499,MBA.A1932.2019.8GB.128GB.Gold.fair,6f81e2f8-0fc6-46ad-b2ea-f38b5ecb9ab4,Disabled,1,chip:2019; storage:128GB,,MacBook Air Retina 13-inch (2018) - Core i5 - 8GB SSD 128 QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-air-retina-133-inch-2018-core-i5-8gb-ssd-128-gb-qwerty-english-uk/6f81e2f8-0fc6-46ad-b2ea-f38b5ecb9ab4?l=12
P0,sku_spec_mismatch,5293987,28dee1af-d30e-42ad-9be7-37412700464c,MBP14.A2442.1016.16GB.1TB.Silver.Good,64a08696-8c1b-4268-8877-b54703bc146d,Disabled,1,chip:1016,,MacBook Pro 14-inch (2021) - Apple M1 Pro 10-core and 16-core GPU - 16GB RAM - SSD 1000GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2021-14-inch-with-m1-pro-10-core-and-16-core-gpu-16gb-ram-ssd-1tb-qwerty-english-uk/64a08696-8c1b-4268-8877-b54703bc146d?l=12
P0,sku_spec_mismatch,5005045,03e0a87e-f3ac-4a16-8fef-02b3227687d6,MBP14.A2442.32GB.512GB.Grey.Fair,a1a7eeae-c91d-4c06-8ff2-d52fe8067464,Disabled,1,storage:Grey,,MacBook Pro 14-inch (2021) - Apple M1 Pro 10-core and 16-core GPU - 32GB RAM - SSD 512GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2021-14-inch-with-m1-pro-10-core-and-16-core-gpu-32gb-ram-ssd-512gb-qwerty-english-uk/a1a7eeae-c91d-4c06-8ff2-d52fe8067464?l=12
P0,sku_spec_mismatch,4925173,376f931a-fa91-4f5c-98da-6a2349ed2a66,MBP13.A2338M2.16Ram.256gbSSD.Grey.Good,b00f4de2-ee1d-42d5-b440-fd36e80b1665,Disabled,1,ram:16Ram; storage:256gbSSD,,MacBook Pro 13-inch (2022) - Apple M2 8-core and 10-core GPU - 16GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-13-inch-2022-m2-8-core-and-10-core-gpu-16gb-ram-ssd-256gb-qwerty/b00f4de2-ee1d-42d5-b440-fd36e80b1665?l=12
P0,sku_spec_mismatch,4857985,67144d40-f529-46a5-ab2b-bd1b8f3141f1,MBA.A2337.8GB.256GB.Grey.Good,b5ebc79d-0304-41a6-b1ae-d2a487afa11f,Disabled,1,storage:Grey,,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-air-2020-13-inch-with-m1-8-core-and-7-core-gpu-8gb-ram-ssd-2tb-qwerty-english-us/b5ebc79d-0304-41a6-b1ae-d2a487afa11f?l=12
P0,sku_spec_mismatch,4852610,d4224261-cfa2-437b-bca6-6f3e5f7b84cb,MBP13.A2338.8GB.512GB.Grey.Fair,30c2c24c-be74-409d-8bec-50e9b9bf421a,Disabled,1,storage:Grey,,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 512GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2020-13-inch-with-m1-8-core-and-8-core-gpu-8gb-ram-ssd-512gb-qwerty-english-us/30c2c24c-be74-409d-8bec-50e9b9bf421a?l=12
P0,sku_spec_mismatch,4846564,2dafe638-860f-452c-8233-5e21bd74c31e,MBP14.2442.16GB.512B.Silver.VGood,43221f93-0d9a-45ec-870b-02d1613c7471,Disabled,1,ram:512B; storage:Silver,,MacBook Pro 14-inch (2021) - Apple M1 Pro 8-core and 14-core GPU - 16GB RAM - SSD 512GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2021-14-inch-with-m1-pro-8-core-and-14-core-gpu-16gb-ram-ssd-512gb-qwerty-english-uk/43221f93-0d9a-45ec-870b-02d1613c7471?l=12
P0,sku_spec_mismatch,4452125,e21d4c3c-b4fa-4589-8020-f61307c5f7d5,MBP14.2442.32GB.2TB.Good,2947907b-7e1f-4204-9664-e5ed2bf5fbab,Disabled,1,storage:Good,,MacBook Pro 14-inch (2021) - Apple M1 Max 10-core and 32-core GPU - 32GB RAM - SSD 2000GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2021-14-inch-with-m1-max-10-core-and-32-core-gpu-32gb-ram-ssd-2tb-qwerty-english-us/2947907b-7e1f-4204-9664-e5ed2bf5fbab?l=12
P1,sku_spec_mismatch,6816343,9c52a3de-e48b-48fc-8b5a-679d0109e3bd,MBA.A2337.M1.7C.8GB.128GB.Grey.Fair,b5ebc79d-0304-41a6-b1ae-d2a487afa11f,Offline,0,storage:128GB,BM 1446 ( Joseph Bullmore ) (11299994046),MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-air-2020-13-inch-with-m1-8-core-and-7-core-gpu-8gb-ram-ssd-2tb-qwerty-english-us/b5ebc79d-0304-41a6-b1ae-d2a487afa11f?l=12
P1,sku_spec_mismatch,6816341,404311a2-7665-41d7-8f85-0ebf822d038a,MBA.A2681.M2.8C.16GB.256GB.Starlight.Fair,9b1ef69f-c204-4a9f-8b06-a4ec8e37b231,Offline,0,ram:16GB,BM 1536 ( Marni Mills ) (11465304732),MacBook Air 13-inch (2022) - Apple M2 8-core and 8-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-air-13-inch-2022-m2-8-core-and-8-core-gpu-8gb-ram-ssd-256gb-qwerty/9b1ef69f-c204-4a9f-8b06-a4ec8e37b231?l=12
P1,sku_spec_mismatch,5561581,12be0fdc-cf9f-4f44-9e89-2968b0c7050b,MBP.M1.A2338.8GB.256GB.Grey.VGood,8948b82c-f746-4be0-a8b0-0758b1dc4acc,Offline,0,grade:VGood,BM 1555 ( Isaiah Ellis ) (11522195767),MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2020-13-inch-with-m1-8-core-and-8-core-gpu-8gb-ram-ssd-2tb-qwerty-english-uk/8948b82c-f746-4be0-a8b0-0758b1dc4acc?l=12
P1,sku_spec_mismatch,5442630,201209ec-d3f1-4bc8-8784-0b8d3b18f758,MBP.A2338.M1.8GB.256GB.Grey.VGood,8948b82c-f746-4be0-a8b0-0758b1dc4acc,Offline,0,grade:VGood,BM 1555 ( Isaiah Ellis ) (11522195767),MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2020-13-inch-with-m1-8-core-and-8-core-gpu-8gb-ram-ssd-2tb-qwerty-english-uk/8948b82c-f746-4be0-a8b0-0758b1dc4acc?l=12
P1,sku_spec_mismatch,4858009,29e9d3f0-9bcb-4842-bd50-918189a6b0ae,MBP13.A2338.8GB.256GB.Grey.Excellent,8948b82c-f746-4be0-a8b0-0758b1dc4acc,Offline,0,storage:Grey,BM 1555 ( Isaiah Ellis ) (11522195767),MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2020-13-inch-with-m1-8-core-and-8-core-gpu-8gb-ram-ssd-2tb-qwerty-english-uk/8948b82c-f746-4be0-a8b0-0758b1dc4acc?l=12
P1,sku_spec_mismatch,4306738,31c0adb3-2b68-47c1-ab5d-3efc5cb3a742,MBPM1.A2338.256GB.Grey.Vgood,8948b82c-f746-4be0-a8b0-0758b1dc4acc,Offline,0,ram:Grey; storage:Vgood,BM 1555 ( Isaiah Ellis ) (11522195767),MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2020-13-inch-with-m1-8-core-and-8-core-gpu-8gb-ram-ssd-2tb-qwerty-english-uk/8948b82c-f746-4be0-a8b0-0758b1dc4acc?l=12
P1,sku_spec_mismatch,3120479,436c2b08-3984-4ce3-a5bf-ecf74ab78b5c,MBPM1.13.256GB.Grey.Good,8948b82c-f746-4be0-a8b0-0758b1dc4acc,Offline,0,ram:Grey; storage:Good,BM 1555 ( Isaiah Ellis ) (11522195767),MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2020-13-inch-with-m1-8-core-and-8-core-gpu-8gb-ram-ssd-2tb-qwerty-english-uk/8948b82c-f746-4be0-a8b0-0758b1dc4acc?l=12
P1,unparseable_or_nonstandard_sku,2619491,0d09b87c-8e76-4432-8905-e4fa9b23cbb5,S644mm.nike.Cellular.Fair,ef5e2e12-3166-4878-a73a-e72c4b04f7a5,Disabled,1,sku:parseable BM SKU,,Apple Watch Series 6 (2020) GPS + Cellular 44 mm - Aluminium Space Gray - Nike Sport band Black,https://www.backmarket.co.uk/en-gb/p/apple-watch-series-6-september-2020-44-aluminium-space-gray-sport-nike-black/ef5e2e12-3166-4878-a73a-e72c4b04f7a5?l=12
P1,unparseable_or_nonstandard_sku,2619386,bfb0f795-00a8-411f-a49c-4824ee1f78d9,S644mm.GPS.Fair,d3bf8780-f3b7-410c-8fd6-494fbad8bd3a,Disabled,1,sku:parseable BM SKU,,Apple Watch Series 6 (2020) GPS 44 mm - Aluminium Space Gray - Sport band Black,https://www.backmarket.co.uk/en-gb/p/apple-watch-series-6-september-2020-44-aluminium-space-gray-sport-loop-black/d3bf8780-f3b7-410c-8fd6-494fbad8bd3a?l=12
P1,unparseable_or_nonstandard_sku,2591942,8a6212f1-9e70-4dc2-8a08-95254050f539,APS444.Grey.Vgood,b4ba88f2-a4a1-498b-936b-6b8c4dfb4d9b,Disabled,1,sku:parseable BM SKU,,Apple Watch Series 4 (2018) GPS + Cellular 44 mm - Aluminium Space Gray - Sport band Black,https://www.backmarket.co.uk/en-gb/p/apple-watch-series-4-gps-cellular-44-aluminium-space-gray-sport-loop-band-black/b4ba88f2-a4a1-498b-936b-6b8c4dfb4d9b?l=12
P2,queue_item_maps_to_offline_or_zero_qty_listing,6550191,57b43a06-e5b3-4cb9-b98c-8bb4ebae02d7,MBP.A2338.M1.8GB.256GB.Grey.Excellent,8948b82c-f746-4be0-a8b0-0758b1dc4acc,Offline,0,,BM 1555 ( Isaiah Ellis ) (11522195767),MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2020-13-inch-with-m1-8-core-and-8-core-gpu-8gb-ram-ssd-2tb-qwerty-english-uk/8948b82c-f746-4be0-a8b0-0758b1dc4acc?l=12
P2,queue_item_maps_to_offline_or_zero_qty_listing,6024010,77617d95-8a9f-4ab2-a790-4a07ea3e0822,MBP.A2338.M1.16GB.512GB.Grey.Good,2e0861d0-a787-4034-9f77-cab773b66dcb,Offline,0,,BM 1541 (Muhab Saed) *RTN > REFUND (11778286649),MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 16GB RAM - SSD 512GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2020-13-inch-m1-8-core-and-8-core-gpu-16gb-ram-ssd-512gb-qwerty/2e0861d0-a787-4034-9f77-cab773b66dcb?l=12
P2,queue_item_maps_to_offline_or_zero_qty_listing,5556743,c29d7f52-be90-4b4b-9ac0-adb07633a4bf,MBP.M1.A2338.8GB.256GB.Grey.Good,8948b82c-f746-4be0-a8b0-0758b1dc4acc,Offline,0,,BM 1555 ( Isaiah Ellis ) (11522195767),MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2020-13-inch-with-m1-8-core-and-8-core-gpu-8gb-ram-ssd-2tb-qwerty-english-uk/8948b82c-f746-4be0-a8b0-0758b1dc4acc?l=12
P2,queue_item_maps_to_offline_or_zero_qty_listing,5500817,b5a6d680-8979-4efc-b124-48d9ae8f4997,MBP.A2338.M1.8GB.256GB.Grey.Fair,8948b82c-f746-4be0-a8b0-0758b1dc4acc,Offline,0,,BM 1555 ( Isaiah Ellis ) (11522195767); BM 1564 ( Gemma Guarin ) (11553196759); BM 1524 ( Djibril Fotsing ) (11430091106),MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2020-13-inch-with-m1-8-core-and-8-core-gpu-8gb-ram-ssd-2tb-qwerty-english-uk/8948b82c-f746-4be0-a8b0-0758b1dc4acc?l=12
P2,queue_item_maps_to_offline_or_zero_qty_listing,5465624,d4a1eacd-10b4-4518-92f9-cd0b52281e2b,MBP.A2338.M1.8GB.256GB.Grey.Good,8948b82c-f746-4be0-a8b0-0758b1dc4acc,Offline,0,,BM 1555 ( Isaiah Ellis ) (11522195767),MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2020-13-inch-with-m1-8-core-and-8-core-gpu-8gb-ram-ssd-2tb-qwerty-english-uk/8948b82c-f746-4be0-a8b0-0758b1dc4acc?l=12
P2,queue_item_maps_to_offline_or_zero_qty_listing,4858001,5a195dcc-8fff-4b7d-9001-ad2c3763ed2f,MBP.M1A2338.8GB.256GB.Grey.Fair,8948b82c-f746-4be0-a8b0-0758b1dc4acc,Offline,0,,BM 1555 ( Isaiah Ellis ) (11522195767),MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2020-13-inch-with-m1-8-core-and-8-core-gpu-8gb-ram-ssd-2tb-qwerty-english-uk/8948b82c-f746-4be0-a8b0-0758b1dc4acc?l=12
P2,queue_item_maps_to_offline_or_zero_qty_listing,4846616,12108e12-4043-4bc6-8cff-9b8f48bc4d48,MBP13.A2338M1.8GB.256GB.Gray.Good,8948b82c-f746-4be0-a8b0-0758b1dc4acc,Offline,0,,BM 1555 ( Isaiah Ellis ) (11522195767),MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2020-13-inch-with-m1-8-core-and-8-core-gpu-8gb-ram-ssd-2tb-qwerty-english-uk/8948b82c-f746-4be0-a8b0-0758b1dc4acc?l=12
P3,aligned_live_listing,6709048,2c13573c-8254-4610-9cd4-bb5cc5730246,MBP.A2338.M1.8GB.256GB.Silver.Fair,0dfd2e16-45be-4594-afaa-ee5a19662985,Online,1,,,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-13-inch-2020-m1-8-core-and-8-core-gpu-8gb-ram-ssd-256gb-qwerty/0dfd2e16-45be-4594-afaa-ee5a19662985?l=12
P3,aligned_live_listing,6709047,49e34bd8-3aff-4c38-8eee-aa56180b430a,MBP.A2338.M1.16GB.256GB.Grey.Fair,7408af3f-40ad-4e74-aff8-d2acca799683,Online,1,,BM 1582 ( Geoffrey Glees ) (11658468933),MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 16GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-133-inch-2020-m1-8-core-and-8-core-gpu-16gb-ram-ssd-256gb-qwerty-english/7408af3f-40ad-4e74-aff8-d2acca799683?l=12
P3,aligned_live_listing,6569346,e0395dcf-435c-4c9e-b29f-15141854ce24,MBP.M2.A2338.8GB.256GB.Grey.Fair,ef20e8dd-bcbf-4d94-8933-15f59560b9b9,Online,1,,,MacBook Pro 13-inch (2022) - Apple M2 8-core and 10-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-13-inch-2022-m2-8-core-and-10-core-gpu-8gb-ram-ssd-256gb-qwerty/ef20e8dd-bcbf-4d94-8933-15f59560b9b9?l=12
P3,aligned_live_listing,6382836,d31dc5c0-be66-4f65-85c3-837ade9349a4,MBP.A2991.M3Pro.12C.18GB.512GB.Black.Good,78e550f7-863b-4357-8818-5c3a8fe362f3,Disabled,1,,,MacBook Pro 16-inch (2023) - Apple M3 Pro 12-core and 18-core GPU - 18GB RAM - SSD 512GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-162-inch-2023-m3-pro-12-core-and-18-core-gpu-18gb-ram-ssd-512gb-qwerty-english/78e550f7-863b-4357-8818-5c3a8fe362f3?l=12
P3,aligned_live_listing,4858016,d3063c28-eff8-4a98-8adc-3a03f854c496,MBP13.M1A2338.8GB.256GB.Grey.Fair,8948b82c-f746-4be0-a8b0-0758b1dc4acc,Disabled,1,,BM 1555 ( Isaiah Ellis ) (11522195767),MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-2020-13-inch-with-m1-8-core-and-8-core-gpu-8gb-ram-ssd-2tb-qwerty-english-uk/8948b82c-f746-4be0-a8b0-0758b1dc4acc?l=12
P3,sku_spec_mismatch,6809161,0e6efaf8-ba3a-4c39-b28d-8c6e455328ed,MBA.A2681.M2.8C.8GB.256GB.Grey.Excellent,cea79c0e-61f7-4d42-bfd1-6ed7f0199e3b,Offline,0,grade:Excellent,,MacBook Air 13-inch (2022) - Apple M2 8-core and 8-core GPU - 8GB RAM - SSD 256GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-air-13-inch-2022-m2-8-core-and-8-core-gpu-8gb-ram-ssd-256gb-qwerty/cea79c0e-61f7-4d42-bfd1-6ed7f0199e3b?l=12
P3,sku_spec_mismatch,6736145,da5852b9-90e5-4799-bbfc-9afd69beff61,MBA.A2681.8C.10C.8GB.512GB.Grey.Vgood,8f4afe93-a39c-4752-9805-a3626a565618,Offline,0,grade:Vgood,,MacBook Air 13-inch (2022) - Apple M2 8-core and 10-core GPU - 8GB RAM - SSD 512GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-air-13-inch-2022-m2-8-core-and-10-core-gpu-8gb-ram-ssd-512gb-qwerty/8f4afe93-a39c-4752-9805-a3626a565618?l=12
P3,sku_spec_mismatch,6716978,c1f209f4-6b4e-40f4-8219-683e3f282d08,MBA.A2179.8GB.512GB.Gold.Fair,a95cf4ab-f96a-4dec-bbf7-7e8f5751d3cd,Offline,0,ram:512GB; storage:Gold,,MacBook Air Retina 13-inch (2020) - Core i5 - 8GB SSD 512 QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-air-retina-133-inch-2020-core-i5-8gb-ssd-256-gb-qwerty/a95cf4ab-f96a-4dec-bbf7-7e8f5751d3cd?l=12
P3,sku_spec_mismatch,6710208,70603891-d869-4046-add8-673e54dc561d,MBP.A2991.M3PRO.36GB.1TB.Space Black.Excellent,bb65708b-a0c7-4570-81ee-39b2737f90ee,Disabled,0,ram:36GB; storage:1TB; grade:Excellent,,MacBook Pro 16-inch (2023) - Apple M3 Pro 12-core and 18-core GPU - 18GB RAM - SSD 512GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-162-inch-2023-m3-pro-12-core-and-18-core-gpu-18gb-ram-ssd-512gb-qwerty-english/bb65708b-a0c7-4570-81ee-39b2737f90ee?l=12
P3,sku_spec_mismatch,6710205,e50fa2a2-01d0-4766-98a2-875098f48047,MBP.A2992.M3NO.18GB.512GB.Silver.Good,946234a9-c96f-417e-a926-51e88c732b47,Disabled,0,chip:M3NO,,MacBook Pro 14-inch (2023) - Apple M3 Pro 11-core and 14-core GPU - 18GB RAM - SSD 512GB - Standard display - QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-142-inch-2023-m3-pro-11-core-and-14-core-gpu-18gb-ram-ssd-512gb-qwerty-english/946234a9-c96f-417e-a926-51e88c732b47?l=12
P3,sku_spec_mismatch,6709337,239e1620-2682-4b27-9535-b22c3f2beb2c,MBP.A2251.I7.8GB.256GB.Grey.VERY_GOOD,5ae7aaa7-1977-4eec-bc47-57ad28316a76,Offline,0,storage:256GB,,MacBook Pro Retina 13-inch (2020) - Core i7 - 8GB SSD 256 QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-retina-133-inch-2020-core-i7-8gb-ssd-256-qwerty-english-us/5ae7aaa7-1977-4eec-bc47-57ad28316a76?l=12
P3,sku_spec_mismatch,6709336,0b701748-b52e-4080-bcdf-e8c9d58c7485,MBP.A2251.I5.16GB.256GB.Grey.VERY_GOOD,ca1194d7-0fe3-4938-8922-fd3c458165ee,Offline,0,storage:256GB,,MacBook Pro Retina 13-inch (2020) - Core i5 - 16GB SSD 256 QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-retina-133-inch-2020-core-i5-16gb-ssd-256-gb-qwerty/ca1194d7-0fe3-4938-8922-fd3c458165ee?l=12
P3,sku_spec_mismatch,6709335,adfd047e-1523-4a4d-b3ae-8005adbb22c0,MBA.A2179.I5.8GB.512GB.Grey.VERY_GOOD,ab191cdf-2e76-4701-bb6a-b851d27ef262,Offline,0,storage:512GB,,MacBook Air Retina 13-inch (2020) - Core i5 - 8GB SSD 512 QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-air-retina-13-inch-2020-core-i5-8gb-ssd-256-gb-qwerty/ab191cdf-2e76-4701-bb6a-b851d27ef262?l=12
P3,sku_spec_mismatch,6709334,f1a9bf9d-9654-4791-9cab-b82a4ea73d6e,MBP.A2251.I5.16GB.1TB.Grey.VERY_GOOD,a783b5c6-b1b8-4e44-bd23-49b8ee41c098,Offline,0,storage:1TB,,MacBook Pro Retina 13-inch (2020) - Core i5 - 16GB SSD 1000 QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-retina-133-inch-2020-core-i5-16gb-ssd-1-tb-qwerty-english-us/a783b5c6-b1b8-4e44-bd23-49b8ee41c098?l=12
P3,sku_spec_mismatch,6709333,82d6b8c4-c370-4972-95ac-2fd76120dc1f,MBA.A2179.I3.8GB.512GB.Grey.VERY_GOOD,defdf354-2287-4d17-ad0e-26b4b8955427,Offline,0,storage:512GB,,MacBook Air Retina 13-inch (2020) - Core i3 - 8GB SSD 512 QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-air-retina-133-inch-2020-core-i3-8gb-ssd-512-gb-qwerty/defdf354-2287-4d17-ad0e-26b4b8955427?l=12
P3,sku_spec_mismatch,6709327,d5002ea5-728e-4205-ada3-e0d5399e5d7e,MBP.A2251.I5.8GB.1TB.Grey.VERY_GOOD,1e646c25-5397-4ff3-9301-1c9adc23e752,Offline,0,storage:1TB,,MacBook Pro Retina 13-inch (2020) - Core i5 - 8GB SSD 1000 QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-retina-133-inch-2020-core-i5-8gb-ssd-1-tb-qwerty/1e646c25-5397-4ff3-9301-1c9adc23e752?l=12
P3,sku_spec_mismatch,6709326,3208f49b-e9d2-4837-b07b-94686fb0a0a7,MBA.A2179.I7.8GB.256GB.Grey.VERY_GOOD,03773c6d-1e47-4eeb-acda-ace9e100b42e,Offline,0,storage:256GB,,MacBook Air Retina 13-inch (2020) - Core i7 - 8GB SSD 256 QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-air-retina-133-inch-2020-core-i5-8gb-ssd-256-gb-qwerty/03773c6d-1e47-4eeb-acda-ace9e100b42e?l=12
P3,sku_spec_mismatch,6709323,9084f0bc-a4b4-47da-a978-86063fa52d47,MBP.A2251.I7.32GB.2TB.Grey.VERY_GOOD,0813a2a6-fd00-4d5f-8ad0-d51aea5715f4,Offline,0,storage:2TB,,MacBook Pro Retina 13-inch (2020) - Core i7 - 32GB SSD 2000 QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-retina-133-inch-2020-core-i7-32gb-ssd-2-tb-qwerty/0813a2a6-fd00-4d5f-8ad0-d51aea5715f4?l=12
P3,sku_spec_mismatch,6709321,8a0db523-fbaa-488b-8064-92a7e5c8f192,MBP.A2251.I5.8GB.256GB.Silver.VERY_GOOD,6a12f485-f07a-485a-9ca9-a025126a5054,Offline,0,storage:256GB,,MacBook Pro Retina 13-inch (2020) - Core i5 - 8GB SSD 256 QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-pro-retina-133-inch-2020-core-i5-8gb-ssd-256-qwerty-english/6a12f485-f07a-485a-9ca9-a025126a5054?l=12
P3,sku_spec_mismatch,6709318,e59e5311-84ea-4411-a56c-9f48646cab0c,MBA.A2179.I5.8GB.512GB.Silver.VERY_GOOD,ca7a6f67-5725-4ffe-8179-031c56d33943,Offline,0,storage:512GB,,MacBook Air Retina 13-inch (2020) - Core i5 - 8GB SSD 512 QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-air-retina-133-inch-2020-core-i5-8gb-ssd-512-gb-qwerty-english-us/ca7a6f67-5725-4ffe-8179-031c56d33943?l=12
P3,sku_spec_mismatch,6709309,dc1eab0f-e67f-4d37-904f-6d73cab03a76,MBA.A2179.I5.8GB.256GB.Gold.VERY_GOOD,58b693f2-2c99-4674-848a-f0ab4f3ccf73,Offline,0,storage:256GB,,MacBook Air Retina 13-inch (2020) - Core i5 - 8GB SSD 256 QWERTY - English,https://www.backmarket.co.uk/en-gb/p/macbook-air-retina-133-inch-2020-core-i5-8gb-ssd-256-qwerty-english-us/58b693f2-2c99-4674-848a-f0ab4f3ccf73?l=12
