listing_no,status,history_count,export_uuid,export_backmarket_id,export_sku,title,catalog_colour,quantity,status_text,export_grade,reasons
6709323,vetted_product_lineage,0,0813a2a6-fd00-4d5f-8ad0-d51aea5715f4,596539,MBP.A2251.I7.32GB.2TB.Grey.VERY_GOOD,MacBook Pro Retina 13-inch (2020) - Core i7 - 32GB SSD 2000 QWERTY - English,Space Gray,0,Price or comment missing,VERY_GOOD,no direct listing history; vetted by product lineage
6709315,vetted_product_lineage,0,87214b18-2f32-49a3-b612-f390c294eb73,545353,MBP.A2338.M1.8GB.1TB.Silver.VERY_GOOD,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 1000GB - QWERTY - English,Silver,0,Price or comment missing,VERY_GOOD,no direct listing history; vetted by product lineage
6709310,vetted_product_lineage,0,2d7af07a-48ec-4b7b-b742-c0fd999f15bd,545358,MBP.A2338.M1.8GB.1TB.Grey.VERY_GOOD,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 1000GB - QWERTY - English,Space Gray,0,Price or comment missing,VERY_GOOD,no direct listing history; vetted by product lineage
6709304,vetted_product_lineage,0,313b776d-eab9-438a-bffd-c139a86f67b4,545357,MBP.A2338.M1.16GB.1TB.Grey.VERY_GOOD,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 16GB RAM - SSD 1000GB - QWERTY - English,Space Gray,0,Price or comment missing,VERY_GOOD,no direct listing history; vetted by product lineage
6709276,vetted_product_lineage,0,87214b18-2f32-49a3-b612-f390c294eb73,545353,MBP.A2338.M1.8GB.1TB.Silver.GOOD,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 1000GB - QWERTY - English,Silver,0,Price or comment missing,GOOD,no direct listing history; vetted by product lineage
6709250,vetted_product_lineage,0,0813a2a6-fd00-4d5f-8ad0-d51aea5715f4,596539,MBP.A2251.I7.32GB.2TB.Grey.FAIR,MacBook Pro Retina 13-inch (2020) - Core i7 - 32GB SSD 2000 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
6709247,vetted_product_lineage,0,87214b18-2f32-49a3-b612-f390c294eb73,545353,MBP.A2338.M1.8GB.1TB.Silver.FAIR,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 1000GB - QWERTY - English,Silver,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
6709047,vetted_exact,1,7408af3f-40ad-4e74-aff8-d2acca799683,2872244,MBP.A2338.M1.16GB.256GB.Grey.Fair,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 16GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
6709046,vetted_exact,1,bb65708b-a0c7-4570-81ee-39b2737f90ee,3541864,MBP.A2991.M3PRO.18GB.512GB.Space Black.Fair,MacBook Pro 16-inch (2023) - Apple M3 Pro 12-core and 18-core GPU - 18GB RAM - SSD 512GB - QWERTY - English,Space Black,0,Price or comment missing,FAIR,
6577956,vetted_exact,1,b8f6f0c1-d4f4-4693-8150-b112d5371b64,545434,MBA.A2337.M1.7C.8GB.256GB.Silver.Fair,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Silver,0,Price or comment missing,FAIR,
6577955,vetted_exact,1,1f853308-2051-4982-a9d1-b8025829fb74,762080,MBA.A2681.M2.8GB.1TB.Midnight.Fair,MacBook Air 13-inch (2022) - Apple M2 8-core and 10-core GPU - 8GB RAM - SSD 1000GB - QWERTY - English,,0,Disabled,FAIR,
6461991,vetted_exact,1,971d112f-19a2-434b-982a-e393399d9fd9,1640330,MBP.A2779.16GB.512GB.Silver.Good,MacBook Pro 14-inch (2023) - Apple M2 Pro 10-core and 16-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Silver,0,Disabled,GOOD,
6430816,vetted_product_lineage,0,66817557-aa53-47aa-b076-0b2f83e866c3,3540530,MBP.A2918.8GB.512GB.Grey.Fair,MacBook Pro 14-inch (2023) - Apple M3 8-core and 10-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
6391708,vetted_exact,1,5848c8eb-d4d5-4420-a62d-68f7dda35878,762073,MBA.A2681.16GB.512GB.8C.10C.Grey.Good,MacBook Air 13-inch (2022) - Apple M2 8-core and 10-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
6382950,vetted_product_lineage,0,66817557-aa53-47aa-b076-0b2f83e866c3,3540530,MBP.A2918.8GB.512GB.Grey.Good,MacBook Pro 14-inch (2023) - Apple M3 8-core and 10-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,no direct listing history; vetted by product lineage
6355474,vetted_exact,1,2e0861d0-a787-4034-9f77-cab773b66dcb,626770,MBP.A2338.8C.10G.16GB.512GB.Grey.VGood,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,EXCELLENT,
6317265,vetted_exact,1,c7e1b286-aaa2-4139-ab20-4aed884ee871,761566,MBA.A2681.8GB.512GB.Midnight.Fair,MacBook Air 13-inch (2022) - Apple M2 8-core and 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Midnight,0,Price or comment missing,FAIR,
6290951,vetted_exact,2,0dfd2e16-45be-4594-afaa-ee5a19662985,871170,MBP.A2338.M1.8GB.256GB.Silver.VGood,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Silver,0,Price or comment missing,EXCELLENT,
6275377,vetted_exact,3,c7e1b286-aaa2-4139-ab20-4aed884ee871,761566,MBA.A2681.8C.8C.8GB.512GB.Midnight.Good,MacBook Air 13-inch (2022) - Apple M2 8-core and 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Midnight,0,Price or comment missing,GOOD,
6272172,vetted_exact,1,1fb9d5b7-e237-4712-8613-7655ab2654b6,545412,MBP.M1A2338.16GB.256GB.Silver.Fair,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 16GB RAM - SSD 256GB - QWERTY - English,Silver,0,Price or comment missing,FAIR,
6268321,vetted_exact,1,7408af3f-40ad-4e74-aff8-d2acca799683,2872244,MBP13.M1A2338.16GB.256GB.Grey.VGood,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 16GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,EXCELLENT,
6259636,vetted_exact,1,14e25e82-1740-4cf9-9f46-23b1616d315c,1005392,MBP.A2141.i9.5500M.32GB.512GB.Grey.Fair,MacBook Pro Retina 16-inch (2019) - Core i9 - 32GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
6255699,vetted_exact,2,ea7314c8-11c0-41e1-920d-c52f01b2a1a3,543408,MBP.A2442.10C.24C.64GB.512GB.Grey.Fair,MacBook Pro 14-inch (2021) - Apple M1 Max 10-core and 24-core GPU - 64GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
6232854,vetted_exact,1,4ba6d96c-566d-4af8-9780-c0567a9c29ca,543548,MBP14.A2442.16GB.1TB.Grey.Fair,MacBook Pro 14-inch (2021) - Apple M1 Pro 10-core and 16-core GPU - 16GB RAM - SSD 1000GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
6231231,vetted_exact,2,2e0861d0-a787-4034-9f77-cab773b66dcb,626770,MBP13.M1A2338.16GB.512GB.Grey.Fair,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
6221056,vetted_exact,1,b8f27582-8d02-4fee-b4c2-8f6233d0da29,545432,MBA.A2337.7C.16GB.512GB.Grey.Good,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
6202826,vetted_exact,1,f8974386-598e-4a1a-a798-8d62aa11ec78,369171,MBA.A1932.2019.8GB.256GB.Silver.Fair,MacBook Air Retina 13-inch (2019) - Core i5 - 8GB SSD 256 QWERTY - English,Silver,0,Price or comment missing,FAIR,
6183913,vetted_exact,2,9d690128-774c-43fd-9a7c-b57035e1ca88,387276,MBP.A2289.i5.8GB.512GB.Grey.Fair,MacBook Pro Retina 13-inch (2020) - Core i5 - 8GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
6170881,vetted_exact,1,c4829d5f-d893-4a49-ab81-a1fbc9752c2c,545433,MBA.A2337.7C.8GB.512GB.Silver.Fair,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Silver,0,Price or comment missing,FAIR,
6154007,vetted_exact,1,03773c6d-1e47-4eeb-acda-ace9e100b42e,558710,MBA.A2179.2020.i7.8gb.256gb.Grey.fair,MacBook Air Retina 13-inch (2020) - Core i7 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
6151750,vetted_exact,2,7ec61285-e7f0-47e7-a338-cc55f7ec5a41,543450,MBP16.A2485.16GB.512GB.Grey.Good,MacBook Pro 16-inch (2021) - Apple M1 Pro 10-core and 16-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
6100093,vetted_exact,2,4ba6d96c-566d-4af8-9780-c0567a9c29ca,543548,MBP14.A2442.16GB.1TB.Grey.Good,MacBook Pro 14-inch (2021) - Apple M1 Pro 10-core and 16-core GPU - 16GB RAM - SSD 1000GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
6063276,vetted_exact,1,0813a2a6-fd00-4d5f-8ad0-d51aea5715f4,596539,MBP.A2251.i7.32GB.2TB.Grey.Good,MacBook Pro Retina 13-inch (2020) - Core i7 - 32GB SSD 2000 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
6041177,vetted_exact,1,2f8f2850-2755-4acb-81c8-49dd01862233,368265,MBP15.A1990.i7.16GB.256GB.Grey.Good,MacBook Pro Retina 15-inch (2018) - Core i7 - 16GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
6039590,vetted_exact,3,6c42ad60-b32e-499d-8cc6-03b18e570202,761558,MBA.A2681.8GB.256GB.Silver.Fair,MacBook Air 13-inch (2022) - Apple M2 8-core and 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Silver,0,Price or comment missing,FAIR,
6039451,vetted_exact,1,2d7af07a-48ec-4b7b-b742-c0fd999f15bd,545358,MBP.A2338.M1.8GB.1TB.Grey.Fair,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 1000GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
6039434,vetted_exact,3,ab191cdf-2e76-4701-bb6a-b851d27ef262,503367,MBA.A2179.i5.2020.8GB.512GB.Grey.Fair,MacBook Air Retina 13-inch (2020) - Core i5 - 8GB SSD 512 QWERTY - English,Space Gray,1,Price or comment missing,FAIR,
6024010,vetted_exact,6,2e0861d0-a787-4034-9f77-cab773b66dcb,626770,MBP.A2338.M1.16GB.512GB.Grey.Good,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
6015866,vetted_exact,2,47537b25-138d-45ff-b907-84d67b47813b,2866507,MBP.A2251.i5.16GB.512GB.Grey.Fair,MacBook Pro Retina 13-inch (2020) - Core i5 - 16GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5994056,vetted_exact,4,b5ebc79d-0304-41a6-b1ae-d2a487afa11f,545379,MBA.A2337.M1.8GB.256GB.Grey.Good,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5991610,vetted_exact,3,3a6f21f8-3aae-41de-8718-58c788932962,725422,MBP.A2289.i7.16GB.512GB.Grey.Fair,MacBook Pro Retina 13-inch (2020) - Core i7 - 16GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5985636,vetted_exact,2,ab6fbe7f-ef87-4843-848d-2e5bac803117,1035903,MBA.A2179.2020.i3.8GB.256GB.Gold.Fair,MacBook Air Retina 13-inch (2020) - Core i3 - 8GB SSD 256 QWERTY - English,Gold,0,Price or comment missing,FAIR,
5984035,vetted_exact,1,ab191cdf-2e76-4701-bb6a-b851d27ef262,503367,MBA.A2179.i5.2020.8GB.512GB.Grey.VGood,MacBook Air Retina 13-inch (2020) - Core i5 - 8GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,EXCELLENT,
5977563,vetted_exact,1,37520bc3-4b33-418a-b334-e5c55264c9fb,368159,MBA.A1932.2019.8GB.128GB.Silver.Fair,MacBook Air Retina 13-inch (2019) - Core i5 - 8GB SSD 128 QWERTY - English,Silver,0,Price or comment missing,FAIR,
5977557,vetted_exact,1,39759208-c827-4cea-93c2-6184583fc240,478422,MBA.A1932.2018.8GB.256GB.Grey.Good,MacBook Air Retina 13-inch (2018) - Core i5 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5976224,vetted_exact,1,66817557-aa53-47aa-b076-0b2f83e866c3,3540530,MBP.A2918.8GB.512GB.Grey.VGood,MacBook Pro 14-inch (2023) - Apple M3 8-core and 10-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,EXCELLENT,
5976222,vetted_exact,1,ca7a6f67-5725-4ffe-8179-031c56d33943,454501,MBA.A2179.2020.8GB.512GB.Silver.Fair,MacBook Air Retina 13-inch (2020) - Core i5 - 8GB SSD 512 QWERTY - English,Silver,0,Price or comment missing,FAIR,
5970611,vetted_exact,1,837fca52-dce8-4416-afb7-078d24da1f4c,3628227,MBA.A2337.8GB.512GB.Gold.Good,MacBook Air 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Gold,0,Price or comment missing,GOOD,
5959589,vetted_exact,2,b5d8a8cd-e2b5-47fb-8838-d7d28259fc03,725546,MBP13.2020.A2289A2251.i5.16GB.512GB.Silver.Fair,MacBook Pro Retina 13-inch (2020) - Core i5 - 16GB SSD 512 QWERTY - English,Silver,0,Price or comment missing,FAIR,
5952719,vetted_exact,1,ca7a6f67-5725-4ffe-8179-031c56d33943,454501,MBA.A2179.i5.8GB.512GB.Silver.VGood,MacBook Air Retina 13-inch (2020) - Core i5 - 8GB SSD 512 QWERTY - English,Silver,0,Price or comment missing,EXCELLENT,
5942431,vetted_exact,1,0d47f0d4-b52a-4474-b898-5037459a5a10,762045,MBA.A2681.8GB.512GB.Midnight.Good,MacBook Air 13-inch (2022) - Apple M2 8-core and 10-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Midnight,0,Price or comment missing,GOOD,
5936706,vetted_exact,1,6fa6e8b9-e40e-4f53-8522-714029c7117f,545378,MBA.A2337.16GB.1TB.Grey.Vgood,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 16GB RAM - SSD 1000GB - QWERTY - English,Space Gray,0,Price or comment missing,VERY_GOOD,
5934212,vetted_exact,3,ada7178e-5527-4789-b896-4911ab21420e,529601,MBP.A2141.i7.16GB.512GB.Grey.Fair,MacBook Pro Retina 16-inch (2019) - Core i7 - 16GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5934201,vetted_exact,1,4f09f6c4-b547-458d-8304-6c061c14add7,761602,MBA.A2681.8C.8C.16GB.256GB.Grey.Fair,MacBook Air 13-inch (2022) - Apple M2 8-core and 8-core GPU - 16GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5934196,vetted_exact,1,dee251c5-2084-4ac0-8254-926a8eb20893,762029,MBP.A2338.M2.8GB.256GB.Silver.Fair,MacBook Pro 13-inch (2022) - Apple M2 8-core and 10-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Silver,0,Price or comment missing,FAIR,
5934184,vetted_exact,2,ab191cdf-2e76-4701-bb6a-b851d27ef262,503367,MBA.A2179.i5.8GB.512GB.Grey.VGood,MacBook Air Retina 13-inch (2020) - Core i5 - 8GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,EXCELLENT,
5928312,vetted_exact,1,837fca52-dce8-4416-afb7-078d24da1f4c,3628227,MBA.A2337.8C.8GB.512GB.Gold.Good,MacBook Air 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Gold,0,Price or comment missing,GOOD,
5928305,vetted_exact,1,f8974386-598e-4a1a-a798-8d62aa11ec78,369171,MBA.A1932.2019.8GB.256GB.Silver.VGood,MacBook Air Retina 13-inch (2019) - Core i5 - 8GB SSD 256 QWERTY - English,Silver,0,Price or comment missing,EXCELLENT,
5928302,vetted_exact,1,80760140-6528-4a2a-aab7-68d06b049d94,369170,MBA.2019.A1932.8GB.128GB.Gold.Fair,MacBook Air Retina 13-inch (2019) - Core i5 - 8GB SSD 128 QWERTY - English,Gold,0,Price or comment missing,FAIR,
5923255,vetted_exact,1,5ae7aaa7-1977-4eec-bc47-57ad28316a76,715267,MBP.A2289.i7.8GB.256GB.Grey.VGood,MacBook Pro Retina 13-inch (2020) - Core i7 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,EXCELLENT,
5914859,vetted_exact,3,ab6fbe7f-ef87-4843-848d-2e5bac803117,1035903,MBA.A2179.i3.8GB.256GB.Gold.Fair,MacBook Air Retina 13-inch (2020) - Core i3 - 8GB SSD 256 QWERTY - English,Gold,0,Price or comment missing,FAIR,
5906057,vetted_exact,1,ec0a5d7b-d137-45b3-b1e4-6a1244394e74,384570,MBP.A1990.32GB.1TB.Grey.Good,MacBook Pro Retina 15-inch (2018) - Core i9 - 32GB SSD 1000 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5906053,vetted_exact,3,29d6eb19-0867-42d6-9d9c-f579d5d118d1,387275,MBP.13.A2289.8GB.512GB.Grey.Good,MacBook Pro Retina 13-inch (2020) - Core i5 - 8GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5906050,vetted_exact,13,b8f6f0c1-d4f4-4693-8150-b112d5371b64,545434,MBA.A2337.8GB.256GB.Silver.Good,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Silver,1,Price or comment missing,GOOD,
5906041,vetted_product_lineage,0,58b693f2-2c99-4674-848a-f0ab4f3ccf73,725335,MBA.A2179.8GB.256GB.Gold.Fair,MacBook Air Retina 13-inch (2020) - Core i5 - 8GB SSD 256 QWERTY - English,Gold,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
5906038,vetted_exact,5,1e94610d-47fc-4e18-910a-1cbcec05bde1,623184,MBA.A2179.8GB.256GB.Grey.Good,MacBook Air Retina 13-inch (2020) - Core i3 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5905466,vetted_exact,16,1e94610d-47fc-4e18-910a-1cbcec05bde1,623184,MBA.A2179.8GB.256GB.Grey.Fair,MacBook Air Retina 13-inch (2020) - Core i3 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5889087,vetted_exact,1,ef20e8dd-bcbf-4d94-8933-15f59560b9b9,762088,MBP.A2338.M2.8GB.256GB.Grey.Good,MacBook Pro 13-inch (2022) - Apple M2 8-core and 10-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5880772,vetted_exact,1,cc7fee53-ccd4-4610-a74a-93abd4b9b716,3584296,MBA.A2337.8C.16G.512GB.Grey.Fair,MacBook Air 13-inch (2020) - Apple M1 8-core and 8-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5874627,vetted_exact,3,1b212f6d-aa05-4b8d-802d-c633845d7f9d,545429,MBA.A2337.8C.8GB.512GB.Grey.Fair,MacBook Air 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5860316,vetted_exact,1,937c5a73-b367-4bc7-a817-c05f66c84572,1640420,MBP.A2780.19C.16GB.512GB.Grey.Good,MacBook Pro 16-inch (2023) - Apple M2 Pro 12-core and 19-core GPU - 16GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5860299,vetted_exact,1,54938c63-7812-4bd5-be19-502d240dceee,384573,MBP16.A2141.16GB.1TB.Grey.VGood,MacBook Pro Retina 16-inch (2019) - Core i9 - 16GB SSD 1000 QWERTY - English,Space Gray,0,Price or comment missing,EXCELLENT,
5860258,vetted_exact,2,defdf354-2287-4d17-ad0e-26b4b8955427,566717,MBA.A2179.2020.i5.8GB.512GB.Grey.Fair,MacBook Air Retina 13-inch (2020) - Core i3 - 8GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5850815,vetted_exact,1,ada7178e-5527-4789-b896-4911ab21420e,529601,MBP.A2141.16GB.512GB.Grey.VGood,MacBook Pro Retina 16-inch (2019) - Core i7 - 16GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,EXCELLENT,
5831192,vetted_exact,3,dfa598d7-8fc1-4587-bbe4-3fe6af60e764,545449,MBA.A2337.8CORE.8GB.512GB.Silver.Fair,MacBook Air 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Silver,0,Price or comment missing,FAIR,
5822967,vetted_exact,1,6c42ad60-b32e-499d-8cc6-03b18e570202,761558,MBA.A2681.8GB.256GB.Silver.Vgood,MacBook Air 13-inch (2022) - Apple M2 8-core and 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Silver,0,Price or comment missing,VERY_GOOD,
5822956,vetted_exact,1,dfa598d7-8fc1-4587-bbe4-3fe6af60e764,545449,MBA.A2337.8CORE.8GB.512GB.Silver.Good,MacBook Air 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Silver,0,Price or comment missing,GOOD,
5785811,vetted_exact,5,6a12f485-f07a-485a-9ca9-a025126a5054,1310700,MBP.A2289.i5.8GB.256GB.Silver.Fair,MacBook Pro Retina 13-inch (2020) - Core i5 - 8GB SSD 256 QWERTY - English,Silver,0,Price or comment missing,FAIR,
5785810,vetted_exact,3,aa2b1d19-e2d8-42b2-b4cd-39413589090f,520714,MBA.A1932.2019.8GB.128GB.Grey.Good,MacBook Air Retina 13-inch (2019) - Core i5 - 8GB SSD 128 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5754130,vetted_exact,1,062591f8-62ae-4d72-be43-6417a63ad900,495117,MBP13.2020.A2289. i5.256.Grey.Fair,MacBook Pro Retina 13-inch (2020) - Core i5 - 16GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5727829,vetted_exact,1,8aec7205-486d-4d96-b218-87f9427b34cb,366481,MBP.A2159.i5.8GB.256GB.Silver.VGood,MacBook Pro Retina 13-inch (2019) - Core i5 - 8GB SSD 256 QWERTY - English,Silver,0,Price or comment missing,EXCELLENT,
5712370,vetted_exact,1,ca7a6f67-5725-4ffe-8179-031c56d33943,454501,MBA.A2179.2020.8GB.512GB.Silver.Good,MacBook Air Retina 13-inch (2020) - Core i5 - 8GB SSD 512 QWERTY - English,Silver,0,Price or comment missing,GOOD,
5712361,vetted_exact,1,1c9c0aca-33a7-426c-8e0f-289f4fd65f1f,384710,MBA.A1932.2019.16GB.512GB.Gold.Fair,MacBook Air Retina 13-inch (2019) - Core i5 - 16GB SSD 512 QWERTY - English,Gold,0,Price or comment missing,FAIR,
5704477,vetted_exact,2,7b001f5f-bf3c-425d-b3e9-be4bb272956c,387243,MBA.A1932.2019.8GB.256GB.Grey.Fair,MacBook Air Retina 13-inch (2019) - Core i5 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5704342,vetted_exact,2,80760140-6528-4a2a-aab7-68d06b049d94,369170,MBA.A1932.8GB.128GB.2019.Gold.Fair,MacBook Air Retina 13-inch (2019) - Core i5 - 8GB SSD 128 QWERTY - English,Gold,0,Price or comment missing,FAIR,
5691082,vetted_exact,1,2da12790-c8b6-4a2b-9cc3-e378e656ca0b,340146,MBP.A1989.i5.8GB.256GB.Grey.Good,MacBook Pro Retina 13-inch (2019) - Core i5 - 8GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5683994,vetted_exact,5,ada7178e-5527-4789-b896-4911ab21420e,529601,MBP.A2141.i7.16GB.512GB.Grey.Good,MacBook Pro Retina 16-inch (2019) - Core i7 - 16GB SSD 512 QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5683938,vetted_exact,1,87214b18-2f32-49a3-b612-f390c294eb73,545353,MBP.A2338.M1.8GB.1TB.Silver.VGood,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 1000GB - QWERTY - English,Silver,0,Price or comment missing,EXCELLENT,
5683900,vetted_exact,5,ab6fbe7f-ef87-4843-848d-2e5bac803117,1035903,MBA.A2179.i3.8GB.256GB.Gold.Good,MacBook Air Retina 13-inch (2020) - Core i3 - 8GB SSD 256 QWERTY - English,Gold,0,Price or comment missing,GOOD,
5683897,vetted_exact,2,ab6fbe7f-ef87-4843-848d-2e5bac803117,1035903,MBA.A2179.i3.8GB.256GB.Gold.VGood,MacBook Air Retina 13-inch (2020) - Core i3 - 8GB SSD 256 QWERTY - English,Gold,0,Price or comment missing,EXCELLENT,
5674789,vetted_product_lineage,0,313b776d-eab9-438a-bffd-c139a86f67b4,545357,MBP.A2338.M1.16GB.1TB.Grey.Fair,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 16GB RAM - SSD 1000GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
5674786,vetted_exact,2,313b776d-eab9-438a-bffd-c139a86f67b4,545357,MBP.A2338.M1.16GB.1TB.Grey.Good,MacBook Pro 13-inch (2020) - Apple M1 8-core and 8-core GPU - 16GB RAM - SSD 1000GB - QWERTY - English,Space Gray,0,Price or comment missing,GOOD,
5666130,vetted_exact,1,c27bf431-c218-4bf3-92a2-25dcac039bff,469414,MBP.A2159.i5.16GB.256GB.Grey.Fair,MacBook Pro Retina 13-inch (2019) - Core i5 - 16GB SSD 256 QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5666116,vetted_exact,9,b8f6f0c1-d4f4-4693-8150-b112d5371b64,545434,MBA.A2337.8GB.256GB.Silver.Vgood,MacBook Air 13-inch (2020) - Apple M1 8-core and 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - English,Silver,0,Price or comment missing,VERY_GOOD,
5666105,vetted_exact,1,1b212f6d-aa05-4b8d-802d-c633845d7f9d,545429,MBA.A2337.8CORE.8GB.512GB.Grey.Fair,MacBook Air 13-inch (2020) - Apple M1 8-core and 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - English,Space Gray,0,Price or comment missing,FAIR,
5666087,vetted_exact,1,37520bc3-4b33-418a-b334-e5c55264c9fb,368159,MBA.A1932.2019.8GB.128GB.Silver.Good,MacBook Air Retina 13-inch (2019) - Core i5 - 8GB SSD 128 QWERTY - English,Silver,0,Price or comment missing,GOOD,
