listing_no,status,history_count,export_uuid,export_backmarket_id,export_sku,title,catalog_colour,quantity,status_text,export_grade,reasons
4452103,vetted_exact,2,2bc8a185-15f9-4e3e-a21b-420b928528c3,545355,MBP13.A2338M1.16GBRam.2TB.Fair,"MacBook Pro 13"" (2020) - Apple M1 8‑core CPU καιGPU 8-Core - 16GB RAM - SSD 2000GB - QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,FAIR,
4371110,vetted_exact,2,2bc8a185-15f9-4e3e-a21b-420b928528c3,545355,MBP13.A2338M1.16GBRam.2TB.Vgood,"MacBook Pro 13"" (2020) - Apple M1 8‑core CPU καιGPU 8-Core - 16GB RAM - SSD 2000GB - QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,VERY_GOOD,
4354556,vetted_exact,1,2947907b-7e1f-4204-9664-e5ed2bf5fbab,543430,MBP14.2442.32GB.2TB.Fair,"MacBook Pro 14"" (2021) - Apple M1 Max 10‑core CPU καιGPU 32-Core - 32GB RAM - SSD 2000GB - QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,FAIR,
4340916,vetted_exact,4,2e0861d0-a787-4034-9f77-cab773b66dcb,626770,MBP13.A2338M1.16GBRam.512GB.Vgood,"MacBook Pro 13"" (2020) - Apple M1 8‑core CPU καιGPU 8-Core - 16GB RAM - SSD 512GB - QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,VERY_GOOD,
4331675,vetted_exact,3,b00f4de2-ee1d-42d5-b440-fd36e80b1665,762012,MBP13.A2338M2.16Ram.256gbSSD.Good,"MacBook Pro 13"" (2022) - Apple M2 8‑core CPU καιGPU 10-Core - 16GB RAM - SSD 256GB - QWERTY - Αγγλικά",,0,Price or comment missing,GOOD,
4306785,vetted_exact,3,47537b25-138d-45ff-b907-84d67b47813b,2866507,MBP13.A2251.512GB.Grey.Vgood,"MacBook Pro Retina 13"" (2020) - Core i5 - 16GB SSD 512 QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,VERY_GOOD,
4306738,vetted_exact,1,8948b82c-f746-4be0-a8b0-0758b1dc4acc,545418,MBPM1.A2338.256GB.Grey.Vgood,"MacBook Pro 13"" (2020) - Apple M1 8‑core CPU καιGPU 8-Core - 8GB RAM - SSD 256GB - QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,VERY_GOOD,
4161153,vetted_exact,7,2e5a20ad-b8f0-4881-bb51-f545c684e7ef,352828,MBP13.A2159.2019.Grey.128GB.fair,"MacBook Pro Retina 13"" (2019) - Core i5 - 8GB SSD 128 QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,FAIR,
4082982,vetted_exact,2,f21ed65d-0d37-48ed-8adb-f5a9a95f01c7,624190,iP13PM.1TB.Green.Good,iPhone 13 Pro Max 1000GB - Αλπικό Πράσινο - Ξεκλείδωτο,,0,Price or comment missing,GOOD,
3870963,vetted_exact,1,3b488606-9f3f-415f-bffa-703623f36128,761984,MBA.13.2022.Starlight.256gb.VGood,"MacBook Air 13"" (2022) - Apple M2 8‑core CPU καιGPU 10-Core - 8GB RAM - SSD 256GB - QWERTY - Αγγλικά",Starlight,0,Price or comment missing,VERY_GOOD,
3848752,vetted_exact,8,1e94610d-47fc-4e18-910a-1cbcec05bde1,623184,MBA.A2179.2020.256gb.Grey.Fair,"MacBook Air Retina 13"" (2020) - Core i3 - 8GB SSD 256 QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,FAIR,
3845037,vetted_exact,1,d34c17e5-b7e6-4fc9-957f-a35b36b5affa,387195,MBP.A2289.SpaceGrey.256GB.Fair,"MacBook Pro Retina 13"" (2020) - Core i5 - 8GB SSD 256 QWERTY - Αγγλικά",Space Gray,0,Disabled,FAIR,
3391988,vetted_exact,3,d34c17e5-b7e6-4fc9-957f-a35b36b5affa,387195,MBP13.2020.A2289. i5.256.Grey.Good,"MacBook Pro Retina 13"" (2020) - Core i5 - 8GB SSD 256 QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,GOOD,
3346017,vetted_exact,1,2e5a20ad-b8f0-4881-bb51-f545c684e7ef,352828,MBP13.A2159.2019.Grey.128GB.Good,"MacBook Pro Retina 13"" (2019) - Core i5 - 8GB SSD 128 QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,GOOD,
3166342,vetted_exact,1,5574d8f3-9e4c-4621-b5ef-28ffab54e872,387492,MBP.A2251.13.512.Silver.Vgood,"MacBook Pro Retina 13"" (2020) - Core i5 - 16GB SSD 512 QWERTY - Αγγλικά",Silver,0,Price or comment missing,VERY_GOOD,
3155388,vetted_exact,2,c9de7d5f-2528-4439-8807-74d15cfd672e,545393,MBA.A2337.256.Gold.Vgood,"MacBook Air 13"" (2020) - Apple M1 8‑core CPU καιGPU 7-Core - 8GB RAM - SSD 256GB - QWERTY - Αγγλικά",Gold,0,Price or comment missing,VERY_GOOD,
3155384,vetted_exact,6,b5ebc79d-0304-41a6-b1ae-d2a487afa11f,545379,MBP13.A2337.256GB.Grey.Vgood,"MacBook Air 13"" (2020) - Apple M1 8‑core CPU καιGPU 7-Core - 8GB RAM - SSD 256GB - QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,VERY_GOOD,
3132474,vetted_exact,4,d34c17e5-b7e6-4fc9-957f-a35b36b5affa,387195,MBP13.2020.i5.256.Grey.Vgood,"MacBook Pro Retina 13"" (2020) - Core i5 - 8GB SSD 256 QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,VERY_GOOD,
3120516,vetted_exact,2,3b5a7780-4f40-4bb3-adb5-4acdbab11d88,492872,MBP13.2019.i5.8.256.Fair,"MacBook Pro Retina 13"" (2019) - Core i5 - 8GB SSD 256 QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,FAIR,
3120479,vetted_exact,5,8948b82c-f746-4be0-a8b0-0758b1dc4acc,545418,MBPM1.13.256GB.Grey.Good,"MacBook Pro 13"" (2020) - Apple M1 8‑core CPU καιGPU 8-Core - 8GB RAM - SSD 256GB - QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,GOOD,
3120179,vetted_exact,1,54938c63-7812-4bd5-be19-502d240dceee,384573,MBP16.2019.Grey.i9.1tb.VGood,"MacBook Pro Retina 16"" (2019) - Core i9 - 16GB SSD 1000 QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,VERY_GOOD,
3119176,vetted_exact,8,1e94610d-47fc-4e18-910a-1cbcec05bde1,623184,MBA.13.2020.256gb.Grey.Good,"MacBook Air Retina 13"" (2020) - Core i3 - 8GB SSD 256 QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,GOOD,
3111986,vetted_exact,2,ada7178e-5527-4789-b896-4911ab21420e,529601,MBP16.2019.Grey.512.Good,"MacBook Pro Retina 16"" (2019) - Core i7 - 16GB SSD 512 QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,GOOD,
3029348,vetted_exact,1,0ec68246-00a3-4924-945a-77b9a28dad02,460065,MBA13.A1466.2017.i5.256GB.Good,"MacBook Air 13"" (2017) - Core i5 - 8GB SSD 256 QWERTY - Αγγλικά",,0,Price or comment missing,GOOD,
2882683,vetted_exact,1,80760140-6528-4a2a-aab7-68d06b049d94,369170,MBA.13.2019.128gb.8gb.Vgood,"MacBook Air Retina 13"" (2019) - Core i5 - 8GB SSD 128 QWERTY - Αγγλικά",Gold,0,Price or comment missing,VERY_GOOD,
2864690,vetted_exact,1,a05c14b7-f865-42a4-ac25-72060adae132,413847,iP12PM.Grey.256.Good,iPhone 12 Pro Max 256GB - Graphite - Ξεκλείδωτο,,0,Price or comment missing,GOOD,
2807600,vetted_exact,1,3b5a7780-4f40-4bb3-adb5-4acdbab11d88,492872,MBP13.2019.i5.8.256.Good,"MacBook Pro Retina 13"" (2019) - Core i5 - 8GB SSD 256 QWERTY - Αγγλικά",Space Gray,0,Price or comment missing,GOOD,
2636000,vetted_exact,1,b3a64148-3ea4-41b9-bd4f-71ef36d41e77,333589,S444mm.wifi.grey.fair,Apple Watch Series 4 (2018) GPS 44 mm - Αλουμίνιο Space Gray - Sport band Μαύρο,Space Gray,0,Price or comment missing,FAIR,
2624574,vetted_exact,1,c2c0a27b-bc5f-4e67-b817-8cfab06626b9,225411,iPadPro11.256gb.wifi.good,"iPad Pro 11"" (2018) 1η γενιά 256 Go - WiFi - Space Gray",,0,Price or comment missing,GOOD,
2623471,vetted_exact,1,63526ca0-ade5-4dc4-8bba-4dcea3baa0f6,617470,S444mm.Cellular.Silver.good,Apple Watch Series 4 (2018) GPS + Cellular 44 mm - Αλουμίνιο Ασημί - Sport band Μαύρο,Silver,0,Price or comment missing,GOOD,
2623423,vetted_exact,1,ef5e2e12-3166-4878-a73a-e72c4b04f7a5,488851,S644mm.nike.Cellular.good,Apple Watch Series 6 (2020) GPS + Cellular 44 mm - Αλουμίνιο Space Gray - Nike Sport band Μαύρο,,0,Price or comment missing,GOOD,
2619386,vetted_exact,1,d3bf8780-f3b7-410c-8fd6-494fbad8bd3a,417795,S644mm.GPS.Fair,Apple Watch Series 6 (2020) GPS 44 mm - Αλουμίνιο Space Gray - Sport band Μαύρο,Space Gray,1,Disabled,FAIR,
2617455,vetted_exact,1,6b73855e-1d8a-437d-b53a-0a9d8a230269,338485,iPaPro11.2nd.SpaceGrey.128gb.VGood,"iPad Pro 11"" (2020) 2η γενιά 128 Go - WiFi + 5G - Space Gray",,0,Price or comment missing,EXCELLENT,
2616390,vetted_exact,1,622f915c-3ead-40c2-a8b1-04cbcda843ea,409055,iPaAir4.64gb.blue.good,"iPad Air 10.9"" (2020) 4η γενιά 64 Go - WiFi + 4G - Μπλε Του Ουρανού",,0,Price or comment missing,GOOD,
2616372,vetted_product_lineage,0,6b73855e-1d8a-437d-b53a-0a9d8a230269,338485,iPaPro11.2nd.SpaceGrey.128gb.Good,"iPad Pro 11"" (2020) 2η γενιά 128 Go - WiFi + 5G - Space Gray",,0,Price or comment missing,GOOD,no direct listing history; vetted by product lineage
2609106,vetted_exact,1,479b2fdc-6fe4-4f26-89ee-d0529278317f,304345,iPaMini5.SpaceGrey.64GB.Fair,"iPad mini 7.9"" (2019) 5η γενιά 64 Go - WiFi - Space Gray",,0,Price or comment missing,FAIR,
2608769,vetted_exact,1,8acbc29d-48db-4b09-ad4b-23fbf7dbc9b6,38773,iP8.Plus.SpaceGrey.256gb.Fair,iPhone 8 Plus 256GB - Space Gray - Ξεκλείδωτο,,0,Price or comment missing,FAIR,
2608317,vetted_exact,1,7c19153a-24d1-464e-8385-2ee80ff7ea60,3225,iP6s.Plus.RoseGold.16GB.Fair,iPhone 6S Plus 16GB - Ροζ Χρυσό - Ξεκλείδωτο,,0,Disabled,FAIR,
2608311,vetted_exact,1,e0a370ea-9e5b-457a-a27c-af181b1be5b5,3223,iP6s.Plus.Gold.64GB.Fair,iPhone 6S Plus 64GB - Χρυσό - Ξεκλείδωτο,,0,Disabled,FAIR,
2589809,vetted_exact,1,c0b51739-72ea-4a79-91b3-72e1b52d0c08,14663,iP6s.SG.32GB.Good,iPhone 6s 32GB - Space Gray - Ξεκλείδωτο,,0,Disabled,GOOD,
2587216,vetted_exact,1,34a86639-944c-4a33-9b45-c985017c7508,14561,iP7.rosegold.32gb.Vgood,iPhone 7 32GB - Ροζ Χρυσό - Ξεκλείδωτο,,0,Price or comment missing,EXCELLENT,
2587212,vetted_exact,1,34a86639-944c-4a33-9b45-c985017c7508,14561,iP7.rosegold.32gb.good,iPhone 7 32GB - Ροζ Χρυσό - Ξεκλείδωτο,,0,Price or comment missing,GOOD,
2582725,vetted_exact,1,8fb257cd-491d-458f-95ea-c02eba4126d0,36830,iP8.grey.256gb.vgood,iPhone 8 256GB - Space Gray - Ξεκλείδωτο,,0,Price or comment missing,EXCELLENT,
2580441,vetted_exact,2,4f28f0c9-3f45-4541-bb3c-a3c4f6054ccb,38769,ip8plus.spacegrey.64gb.good,iPhone 8 Plus 64GB - Space Gray - Ξεκλείδωτο,,0,Price or comment missing,GOOD,
2580430,vetted_exact,1,245a1bee-5c59-4d02-9d94-533ffb6c4f00,36829,iP8.gold.64gb.Vgood,iPhone 8 64GB - Χρυσό - Ξεκλείδωτο,,0,Price or comment missing,EXCELLENT,
2580416,vetted_exact,1,4775d225-bddf-44a1-8e86-e358e0706502,36828,iP8.silver.64gb.Vgood,iPhone 8 64GB - Ασημί - Ξεκλείδωτο,,0,Price or comment missing,EXCELLENT,
2563284,vetted_exact,1,f2f5763a-c7c3-4f2d-8f95-1d119ee81afd,478457,APS540mm.Gold.Good,Apple Watch Series 5 (2019) GPS 40 mm - Αλουμίνιο Χρυσό - Sport band Άσπρο,Gold,0,Price or comment missing,GOOD,
2544715,vetted_exact,1,6819199d-d531-4fc0-a1ee-6e63d1088b2f,413175,iP12Pro.128gb.gold.Vgood,iPhone 12 Pro 128GB - Χρυσό - Ξεκλείδωτο,Gold,0,Price or comment missing,VERY_GOOD,
2524260,vetted_exact,1,e805f878-0e51-4c48-9270-980831e1a8e3,368218,MBP13.2018.i5.8.256.Good,"MacBook Pro Retina 13"" (2018) - Core i5 - 8GB SSD 256 QWERTY - Αγγλικά",,0,Price or comment missing,GOOD,
1672037,vetted_exact,3,3216e0c7-ba9a-43fa-9d42-0912eb92875c,36827,iP8.SpaceGrey.64GB.VeryGood,iPhone 8 64GB - Space Gray - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1669243,vetted_exact,1,66a00af2-210d-4cb2-a581-0018c7c890bf,10743,iPSE.SpaceGrey.16GB.Stallone,iPhone SE (2016) 16GB - Space Gray - Ξεκλείδωτο,,0,Price or comment missing,STALLONE,
1669230,vetted_exact,3,2c8f7d05-9084-4d6b-a6d9-d0ff6f7bddb9,21896,iPSE.SpaceGrey.32GB.Fair,iPhone SE (2016) 32GB - Space Gray - Ξεκλείδωτο,,0,Price or comment missing,FAIR,
1669227,vetted_exact,2,2c8f7d05-9084-4d6b-a6d9-d0ff6f7bddb9,21896,iPSE.SpaceGrey.32GB.Good,iPhone SE (2016) 32GB - Space Gray - Ξεκλείδωτο,,0,Price or comment missing,GOOD,
1669224,vetted_exact,2,2c8f7d05-9084-4d6b-a6d9-d0ff6f7bddb9,21896,iPSE.SpaceGrey.32GB.VeryGood,iPhone SE (2016) 32GB - Space Gray - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1669067,vetted_exact,1,84d1b8f7-2efa-4ff5-810b-e75032ed8bad,15028,iP7Plus.Black.32GB.Stallone,iPhone 7 Plus 32GB - Μαύρο - Ξεκλείδωτο,,0,Price or comment missing,STALLONE,
1669042,vetted_exact,1,877aaad9-75b9-459b-858a-575daa859b6e,14659,iP6SPlus.SpaceGrey.32GB.VeryGood,iPhone 6S Plus 32GB - Space Gray - Ξεκλείδωτο,,0,Disabled,VERY_GOOD,
1669036,vetted_exact,1,0c37d53b-4966-4b8a-a1ee-b11fcbe1bf27,3213,iP6SPlus.Sliver.128GB.VeryGood,iPhone 6S Plus 128GB - Ασημί - Ξεκλείδωτο,,0,Disabled,VERY_GOOD,
1669000,vetted_exact,1,26bfac44-7bdf-453b-8f41-3b47e78dbd04,3218,iP6S.Sliver.64GB.VeryGood,iPhone 6s 64GB - Ασημί - Ξεκλείδωτο,,0,Disabled,VERY_GOOD,
1668996,vetted_exact,1,c0b51739-72ea-4a79-91b3-72e1b52d0c08,14663,iP6S.SpaceGrey.32GB.Fair,iPhone 6s 32GB - Space Gray - Ξεκλείδωτο,,0,Disabled,FAIR,
1668991,vetted_exact,5,c0b51739-72ea-4a79-91b3-72e1b52d0c08,14663,iP6S.SpaceGrey.32GB.VeryGood,iPhone 6s 32GB - Space Gray - Ξεκλείδωτο,,0,Disabled,VERY_GOOD,
1668987,vetted_exact,5,c0b51739-72ea-4a79-91b3-72e1b52d0c08,14663,iP6S.SpaceGrey.32GB.Good,iPhone 6s 32GB - Space Gray - Ξεκλείδωτο,,0,Disabled,GOOD,
1453415,vetted_exact,3,ca10cd3e-2fcf-4263-8a07-852f6357972e,169106,iPXS.Silver.64GB.Good,iPhone XS 64GB - Ασημί - Ξεκλείδωτο,,0,Price or comment missing,GOOD,
1453413,vetted_exact,1,ca10cd3e-2fcf-4263-8a07-852f6357972e,169106,iPXS.Silver.64GB.VeryGood,iPhone XS 64GB - Ασημί - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1453410,vetted_exact,1,900e1597-7f05-4384-b550-c6e1331e0a09,161654,iPXS.Silver.256GB.VeryGood,iPhone XS 256GB - Ασημί - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1453401,vetted_exact,1,0c541cf4-0dbe-4860-941b-0c50b5350455,170952,iPXS.MAX.Silver.512GB.VeryGood,iPhone XS Max 512GB - Ασημί - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1453400,vetted_product_lineage,0,0c541cf4-0dbe-4860-941b-0c50b5350455,170952,iPXS.MAX.Silver.512GB.Stallone,iPhone XS Max 512GB - Ασημί - Ξεκλείδωτο,,0,Price or comment missing,STALLONE,no direct listing history; vetted by product lineage
1453390,vetted_exact,2,eddc6437-fa57-4331-8ceb-8661cf52ccbb,161655,iPXS.Gold.256GB.Good,iPhone XS 256GB - Χρυσό - Ξεκλείδωτο,,0,Price or comment missing,GOOD,
1453387,vetted_product_lineage,0,eddc6437-fa57-4331-8ceb-8661cf52ccbb,161655,iPXS.Gold.256GB.Fair,iPhone XS 256GB - Χρυσό - Ξεκλείδωτο,,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
1453383,vetted_exact,1,b75f5a6b-7ec9-4d8f-97ff-578b1e86fa68,240744,iPXR.Yellow.64GB.VeryGood,iPhone XR 64GB - Κίτρινο - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1451312,vetted_exact,2,a5e0946a-3b23-45ec-8006-818c331a6439,189925,iPXR.White.64GB.VeryGood,iPhone XR 64GB - Άσπρο - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1451308,vetted_exact,1,a5e0946a-3b23-45ec-8006-818c331a6439,189925,iPXR.White.64GB.Good,iPhone XR 64GB - Άσπρο - Ξεκλείδωτο,,0,Price or comment missing,GOOD,
1451278,vetted_exact,4,ce6d33be-f0d3-42bc-84f3-c69c416ba32e,205401,iPXR.Red.64GB.VeryGood,iPhone XR 64GB - Κόκκινο - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1451267,vetted_exact,1,dd11d898-29e5-4d3e-b932-14fb1bea537e,240091,iPXR.Red.256GB.VeryGood,iPhone XR 256GB - Κόκκινο - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1451201,vetted_exact,2,2e06a8bc-4b47-4917-bc32-9a29a68101af,161661,iPXR.Coral.64GB.VeryGood,iPhone XR 64GB - Κοραλλί - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1451199,vetted_product_lineage,0,2e06a8bc-4b47-4917-bc32-9a29a68101af,161661,iPXR.Coral.64GB.Stallone,iPhone XR 64GB - Κοραλλί - Ξεκλείδωτο,,0,Price or comment missing,STALLONE,no direct listing history; vetted by product lineage
1451196,vetted_product_lineage,0,2e06a8bc-4b47-4917-bc32-9a29a68101af,161661,iPXR.Coral.64GB.Good,iPhone XR 64GB - Κοραλλί - Ξεκλείδωτο,,0,Price or comment missing,GOOD,no direct listing history; vetted by product lineage
1451195,vetted_product_lineage,0,2e06a8bc-4b47-4917-bc32-9a29a68101af,161661,iPXR.Coral.64GB.Fair,iPhone XR 64GB - Κοραλλί - Ξεκλείδωτο,,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
1451186,vetted_exact,1,d1f26a30-114e-4172-ac64-060eb5ec9869,199320,iPXR.Coral.128GB.VeryGood,iPhone XR 128GB - Κοραλλί - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1451183,vetted_product_lineage,0,d1f26a30-114e-4172-ac64-060eb5ec9869,199320,iPXR.Coral.128GB.Stallone,iPhone XR 128GB - Κοραλλί - Ξεκλείδωτο,,0,Price or comment missing,STALLONE,no direct listing history; vetted by product lineage
1451177,vetted_product_lineage,0,d1f26a30-114e-4172-ac64-060eb5ec9869,199320,iPXR.Coral.128GB.Good,iPhone XR 128GB - Κοραλλί - Ξεκλείδωτο,,0,Price or comment missing,GOOD,no direct listing history; vetted by product lineage
1451176,vetted_product_lineage,0,d1f26a30-114e-4172-ac64-060eb5ec9869,199320,iPXR.Coral.128GB.Fair,iPhone XR 128GB - Κοραλλί - Ξεκλείδωτο,,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
1451174,vetted_exact,4,1c738771-4d39-4acf-9b54-52e0a3fad0df,213077,iPXR.Blue.64GB.VeryGood,iPhone XR 64GB - Μπλε - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1451147,vetted_exact,7,8199595f-76ac-47aa-bea7-1017e1fe0392,161659,iPXR.Black.64GB.VeryGood,iPhone XR 64GB - Μαύρο - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1451131,vetted_exact,1,2963532c-c4a6-4482-bba5-11594510123d,199289,iPXR.Black.128GB.VeryGood,iPhone XR 128GB - Μαύρο - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1451130,vetted_product_lineage,0,2963532c-c4a6-4482-bba5-11594510123d,199289,iPXR.Black.128GB.Stallone,iPhone XR 128GB - Μαύρο - Ξεκλείδωτο,,0,Price or comment missing,STALLONE,no direct listing history; vetted by product lineage
1451128,vetted_product_lineage,0,2963532c-c4a6-4482-bba5-11594510123d,199289,iPXR.Black.128GB.Fair,iPhone XR 128GB - Μαύρο - Ξεκλείδωτο,,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
1451003,vetted_exact,1,8a9d4ab9-46f9-406b-8a10-c18a719cda81,290033,iP11.PRO.SpaceGrey.64GB.Good,iPhone 11 Pro 64GB - Space Gray - Ξεκλείδωτο,,0,Price or comment missing,GOOD,
1450991,vetted_exact,2,934ce03d-d77d-4ec3-9316-ba84614ad715,290037,iP11.PRO.SpaceGrey.256GB.VeryGood,iPhone 11 Pro 256GB - Space Gray - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1450989,vetted_product_lineage,0,934ce03d-d77d-4ec3-9316-ba84614ad715,290037,iP11.PRO.SpaceGrey.256GB.Stallone,iPhone 11 Pro 256GB - Space Gray - Ξεκλείδωτο,,0,Price or comment missing,STALLONE,no direct listing history; vetted by product lineage
1450986,vetted_product_lineage,0,934ce03d-d77d-4ec3-9316-ba84614ad715,290037,iP11.PRO.SpaceGrey.256GB.Good,iPhone 11 Pro 256GB - Space Gray - Ξεκλείδωτο,,0,Price or comment missing,GOOD,no direct listing history; vetted by product lineage
1450985,vetted_product_lineage,0,934ce03d-d77d-4ec3-9316-ba84614ad715,290037,iP11.PRO.SpaceGrey.256GB.Fair,iPhone 11 Pro 256GB - Space Gray - Ξεκλείδωτο,,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
1450959,vetted_product_lineage,0,b35cbbcd-fce1-4dc2-92da-00296472aaf4,290036,iP11.PRO.MidnightGreen.64GB.VeryGood,iPhone 11 Pro 64GB - Σκούρο Πράσινο - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,no direct listing history; vetted by product lineage
1450957,vetted_product_lineage,0,b35cbbcd-fce1-4dc2-92da-00296472aaf4,290036,iP11.PRO.MidnightGreen.64GB.Stallone,iPhone 11 Pro 64GB - Σκούρο Πράσινο - Ξεκλείδωτο,,0,Price or comment missing,STALLONE,no direct listing history; vetted by product lineage
1450954,vetted_exact,2,b35cbbcd-fce1-4dc2-92da-00296472aaf4,290036,iP11.PRO.MidnightGreen.64GB.Good,iPhone 11 Pro 64GB - Σκούρο Πράσινο - Ξεκλείδωτο,,0,Price or comment missing,GOOD,
1450953,vetted_product_lineage,0,b35cbbcd-fce1-4dc2-92da-00296472aaf4,290036,iP11.PRO.MidnightGreen.64GB.Fair,iPhone 11 Pro 64GB - Σκούρο Πράσινο - Ξεκλείδωτο,,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
1450877,vetted_exact,1,78c89984-2b2f-4a01-abed-5a9ea8205ea0,290058,iP11.White.64GB.VeryGood,iPhone 11 64GB - Άσπρο - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1450872,vetted_exact,2,78c89984-2b2f-4a01-abed-5a9ea8205ea0,290058,iP11.White.64GB.Good,iPhone 11 64GB - Άσπρο - Ξεκλείδωτο,,0,Price or comment missing,GOOD,
1450843,vetted_exact,2,701179ec-a741-4ab7-bdf8-5a08bb59dd90,290060,iP11.Red.64GB.Good,iPhone 11 64GB - Κόκκινο - Ξεκλείδωτο,,0,Price or comment missing,GOOD,
1450814,vetted_exact,2,c6ea3e23-0e46-442e-a391-c08555d28f37,290062,iP11.Purple.64GB.Good,iPhone 11 64GB - Μωβ - Ξεκλείδωτο,,0,Price or comment missing,GOOD,
1450751,vetted_exact,2,0106bb6f-3975-4794-b9a0-7d920669484c,290057,iP11.Black.64GB.VeryGood,iPhone 11 64GB - Μαύρο - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1450750,vetted_exact,2,0106bb6f-3975-4794-b9a0-7d920669484c,290057,iP11.Black.64GB.Good,iPhone 11 64GB - Μαύρο - Ξεκλείδωτο,,-1,Price or comment missing,GOOD,
1450708,vetted_exact,3,1053e68e-a03e-44f7-9e37-fc9e28e85f41,166063,iPXS.MAX.SpaceGrey.64GB.Good,iPhone XS Max 64GB - Space Gray - Ξεκλείδωτο,,0,Price or comment missing,GOOD,
1450707,vetted_exact,2,1053e68e-a03e-44f7-9e37-fc9e28e85f41,166063,iPXS.MAX.SpaceGrey.64GB.Fair,iPhone XS Max 64GB - Space Gray - Ξεκλείδωτο,,0,Price or comment missing,FAIR,
1450679,vetted_product_lineage,0,0c541cf4-0dbe-4860-941b-0c50b5350455,170952,iPXS.MAX.Silver.512GB.Good,iPhone XS Max 512GB - Ασημί - Ξεκλείδωτο,,0,Price or comment missing,GOOD,no direct listing history; vetted by product lineage
1450677,vetted_product_lineage,0,0c541cf4-0dbe-4860-941b-0c50b5350455,170952,iPXS.MAX.Silver.512GB.Fair,iPhone XS Max 512GB - Ασημί - Ξεκλείδωτο,,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
1450674,vetted_exact,1,c947c66c-faf1-466b-946a-9d897e26e339,178228,iPXS.MAX.Silver.64GB.VeryGood,iPhone XS Max 64GB - Ασημί - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
1450673,vetted_product_lineage,0,c947c66c-faf1-466b-946a-9d897e26e339,178228,iPXS.MAX.Silver.64GB.Stallone,iPhone XS Max 64GB - Ασημί - Ξεκλείδωτο,,0,Price or comment missing,STALLONE,no direct listing history; vetted by product lineage
1450672,vetted_product_lineage,0,c947c66c-faf1-466b-946a-9d897e26e339,178228,iPXS.MAX.Silver.64GB.Good,iPhone XS Max 64GB - Ασημί - Ξεκλείδωτο,,0,Price or comment missing,GOOD,no direct listing history; vetted by product lineage
1450668,vetted_product_lineage,0,c947c66c-faf1-466b-946a-9d897e26e339,178228,iPXS.MAX.Silver.64GB.Fair,iPhone XS Max 64GB - Ασημί - Ξεκλείδωτο,,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
1424979,vetted_exact,1,49cee1e1-222d-4b48-853a-cfdc351a716e,175710,iPXS.MAX.Gold.256GB.Excellent,iPhone XS Max 256GB - Χρυσό - Ξεκλείδωτο,,0,Price or comment missing,EXCELLENT,
1424933,vetted_exact,4,e0c8f23a-e8f6-434b-b661-2aa6cf0c7bf6,181534,iPXS.MAX.Gold.64GB.VeryGood,iPhone XS Max 64GB - Χρυσό - Ξεκλείδωτο,,0,Price or comment missing,VERY_GOOD,
